time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-07-22T00:36:31.482Z,51.8646,179.4465,163.509,3.4,ml,19,95,0.079,0.27,us,us6000kw49,2023-09-28T21:33:12.040Z,"269 km W of Adak, Alaska",earthquake,8.1,3.108,0.085,26,reviewed,us,us
2023-07-22T00:35:13.337Z,6.9171,-73.0906,150.864,4.3,mb,119,128,1.018,0.62,us,us7000khit,2023-09-28T21:34:06.040Z,"9 km SSW of Piedecuesta, Colombia",earthquake,8.4,7.884,0.054,99,reviewed,us,us
2023-07-22T00:29:15.360Z,18.0866666666667,-67.1915,17.49,2.8,md,14,184,0.0424,0.13,pr,pr71418788,2023-07-22T00:50:19.350Z,"Mona Passage",earthquake,0.49,0.24,0.0995599191249719,5,reviewed,pr,pr
2023-07-22T00:16:56.091Z,0.341,122.0551,189.377,4.3,mb,33,116,1.485,0.62,us,us7000khiq,2023-09-28T21:34:06.040Z,"114 km W of Gorontalo, Indonesia",earthquake,12.09,6.888,0.109,24,reviewed,us,us
2023-07-22T00:07:57.845Z,31.6820781,-104.4027762,6.182983398,2,ml,19,68,0.01979151241,0.2,tx,tx2023ofbw,2023-07-25T17:56:27.028Z,"54 km S of Whites City, New Mexico",earthquake,0.9503120984999999,0.8554489693,0.1,7,reviewed,tx,tx
2023-07-22T00:00:03.690Z,48.753,-123.64133333333334,-0.31,0.63,ml,3,279,0.1624,0.25,uw,uw61942821,2023-07-22T05:21:26.310Z,"Washington-British Columbia border region",explosion,2.28,31.61,0.07883431592056628,2,reviewed,uw,uw
2023-07-21T23:46:31.468Z,60.6614,-151.6882,69.3,1.7,ml,,,,0.75,ak,ak0239agj00w,2023-07-28T16:12:28.088Z,"20 km WNW of Salamatof, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-07-21T23:43:21.828Z,62.2363,-150.4675,11.5,2,ml,,,,0.82,ak,ak0239agic54,2023-07-28T16:12:27.762Z,"15 km SW of Trapper Creek, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-07-21T23:42:03.000Z,38.7803345,-122.7628326,-0.03,0.46,md,7,91,0.009866,0.03,nc,nc73915361,2023-07-21T23:57:16.478Z,"1 km WNW of The Geysers, CA",earthquake,0.31,0.93,0.19,8,automatic,nc,nc
2023-07-21T23:40:03.250Z,47.516333333333336,-122.75316666666667,16.67,1.3,ml,17,172,0.0172,0.22,uw,uw61942816,2023-07-22T05:32:33.980Z,"3 km WSW of Gorst, Washington",earthquake,0.49,0.55,0.1156320132809836,11,reviewed,uw,uw
2023-07-21T23:25:29.240Z,36.8928333,-121.5746667,5.42,1.29,md,23,111,0.01619,0.1,nc,nc73915356,2023-07-25T01:42:13.476Z,"6 km E of Aromas, CA",earthquake,0.19,0.28,0.122,21,reviewed,nc,nc
2023-07-21T23:22:50.180Z,33.6878333,-116.712,16.35,0.47,ml,14,98,0.02334,0.07,ci,ci39618954,2023-07-21T23:35:26.060Z,"6km S of Idyllwild, CA",earthquake,0.23,0.31,0.149,10,reviewed,ci,ci
2023-07-21T23:22:22.213Z,51.8127,178.5328,104.138,2.7,ml,10,237,0.145,0.4,us,us6000kw94,2023-09-28T21:33:17.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,12.12,9.676,0.115,14,reviewed,us,us
2023-07-21T23:21:40.740Z,19.25,-155.412338256836,31.6399993896484,1.83000004,md,34,142,,0.100000001,hv,hv73491662,2023-07-21T23:31:41.940Z,"8 km NE of Pāhala, Hawaii",earthquake,0.54,0.949999988,1.38,10,automatic,hv,hv
2023-07-21T23:18:17.710Z,18.0225,-67.0591666666667,7.69,2.57,md,7,129,0.05059,0.08,pr,pr71418778,2023-07-21T23:50:32.370Z,"2 km SE of Palmarejo, Puerto Rico",earthquake,0.8,0.65,0.0807543298892974,5,reviewed,pr,pr
2023-07-21T23:03:57.639Z,54.5769,-161.0818,25.6,1.8,ml,,,,0.86,ak,ak0239ag9u3w,2023-07-28T16:12:27.372Z,"92 km SSW of Sand Point, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-07-21T22:54:09.420Z,36.4908333333333,-89.5676666666667,9.88,1.71,md,25,43,0.05233,0.07,nm,nm60538201,2023-07-24T18:35:00.990Z,"5 km SE of Marston, Missouri",earthquake,0.22,0.47,0.149636482311489,22,reviewed,nm,nm
2023-07-21T22:48:03.794Z,36.1268,-115.1319,13,1.6,ml,13,135.47,0.019,0.151,nn,nn00863069,2023-07-22T00:59:12.704Z,"1 km WSW of Winchester, Nevada",earthquake,,0.8,0.48,3,reviewed,nn,nn
2023-07-21T22:41:49.700Z,34.1755,-117.6676667,12.39,1.45,ml,46,46,0.05992,0.21,ci,ci39618922,2023-07-27T19:46:27.580Z,"9km NNW of Upland, CA",earthquake,0.26,0.66,0.126,15,reviewed,ci,ci
2023-07-21T22:41:40.913Z,-7.9804,107.4013,54.701,4.4,mb,28,82,0.57,0.46,us,us6000kw8l,2023-09-28T21:33:17.040Z,"86 km S of Banjar, Indonesia",earthquake,7.73,5.987,0.131,17,reviewed,us,us
2023-07-21T22:41:02.260Z,45.892833333333336,-122.4475,-0.79,1.46,ml,15,202,0.04429,0.23,uw,uw61942811,2023-07-24T20:03:54.810Z,"1 km S of Amboy, Washington",explosion,1.4,31.61,0.1726249303383507,12,reviewed,uw,uw
2023-07-21T22:34:54.490Z,47.0285,-122.26533333333333,-0.54,1.25,ml,14,318,0.0524,0.28,uw,uw61942806,2023-07-24T20:29:37.030Z,"3 km SE of Graham, Washington",explosion,2.11,31.61,0.26756258717495585,6,reviewed,uw,uw
2023-07-21T22:32:39.540Z,33.544,-116.4095,8.71,0.55,ml,10,240,0.07793,0.12,ci,ci39618914,2023-07-21T23:02:50.865Z,"16km SW of La Quinta, CA",earthquake,0.68,0.95,0.223,6,reviewed,ci,ci
2023-07-21T22:26:50.330Z,64.0004,-148.7274,0,1.6,ml,,,,0.46,ak,ak0239aftbkg,2023-07-28T18:59:10.825Z,"19 km E of Ferry, Alaska",explosion,,0,,,reviewed,ak,ak
2023-07-21T22:22:37.397Z,61.134,-146.8553,0,1.1,ml,,,,0.49,ak,ak0239afsfsh,2023-07-28T18:59:10.643Z,"27 km W of Valdez, Alaska",ice quake,,0,,,reviewed,ak,ak
2023-07-21T22:21:49.050Z,33.5885,-116.747,11.98,0.64,ml,18,68,0.01518,0.11,ci,ci39618906,2023-07-28T21:44:55.934Z,"8 km WNW of Anza, CA",earthquake,0.3,0.5,0.142,12,reviewed,ci,ci
2023-07-21T22:20:03.280Z,36.9301667,-121.6723333,9.24,1.65,md,39,53,0.008407,0.09,nc,nc73915351,2023-07-24T22:08:14.237Z,"5 km NNW of Aromas, CA",earthquake,0.18,0.29,0.207,37,reviewed,nc,nc
2023-07-21T22:17:41.470Z,58.2261666666667,-155.186166666667,4.37,0.24,ml,11,66,,0.1,av,av91972596,2023-07-25T00:17:48.710Z,"85 km NNW of Karluk, Alaska",earthquake,0.26,0.57,0.258417862338798,11,reviewed,av,av
2023-07-21T22:17:23.205Z,61.4514,-151.521,70.5,1.4,ml,,,,0.55,ak,ak0239afrc0u,2024-01-18T20:32:07.425Z,"41 km NW of Beluga, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-07-21T22:16:44.880Z,36.13583333,-98.891,6.6,1.41,ml,53,107,0.171866274,0.17,ok,ok2023oeyf,2023-07-24T16:53:53.349Z,"3 km ESE of Seiling, Oklahoma",earthquake,,0.5,0.24,18,reviewed,ok,ok
2023-07-21T22:09:14.260Z,-24.5505,-175.7148,10,4.9,mb,54,115,3.398,0.46,us,us7000khig,2023-09-28T21:34:06.040Z,"south of Tonga",earthquake,9.57,1.832,0.071,62,reviewed,us,us
2023-07-21T22:08:00.398Z,61.1253,-146.8975,0,1.4,ml,,,,0.42,ak,ak0239afpd0d,2023-07-28T18:59:10.461Z,"29 km W of Valdez, Alaska",ice quake,,0,,,reviewed,ak,ak
2023-07-21T22:05:51.619Z,51.5405,175.6392,30.006,4.1,mb,88,200,1.522,0.41,us,us7000khi9,2023-09-28T21:34:06.040Z,"221 km SE of Attu Station, Alaska",earthquake,7.12,2.945,0.069,57,reviewed,us,us
2023-07-21T21:50:04.453Z,61.6826,-150.9358,57.3,1.3,ml,,,,0.66,ak,ak0239afcxno,2023-07-28T16:12:26.103Z,"27 km NW of Susitna, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-07-21T21:42:21.020Z,44.0379,-105.4359,0,3.1,ml,9,102,1.012,0.5,us,us7000khi6,2023-09-28T21:34:05.040Z,"21 km S of Antelope Valley-Crestview, Wyoming",mining explosion,4.13,1.758,0.047,60,reviewed,us,us
2023-07-21T21:40:50.820Z,38.8176651,-122.8183365,1.31,0.81,md,9,80,0.008625,0.04,nc,nc73915341,2023-07-21T22:11:14.722Z,"7 km NW of The Geysers, CA",earthquake,0.37,1.05,0.19,9,automatic,nc,nc
2023-07-21T21:38:11.685Z,-5.9149,146.4272,92.384,4.3,mb,26,140,3.537,0.28,us,us6000kw8i,2023-09-28T21:33:16.040Z,"74 km ENE of Kainantu, Papua New Guinea",earthquake,14.92,8.103,0.142,14,reviewed,us,us
2023-07-21T21:37:56.310Z,38.8600006,-122.810997,0.4,0.37,md,11,115,0.01102,0.02,nc,nc73915336,2023-07-21T23:29:19.201Z,"9 km WNW of Cobb, CA",earthquake,0.26,0.67,0.24,10,automatic,nc,nc
2023-07-21T21:30:52.774Z,0.5611,92.3497,10,4.4,mb,31,176,5.277,0.56,us,us7000khi5,2023-09-28T21:34:05.040Z,"off the west coast of northern Sumatra",earthquake,7.17,1.906,0.13,17,reviewed,us,us
2023-07-21T21:30:08.922Z,63.2282,-151.5954,9.4,0.6,ml,,,,0.77,ak,ak0239af8nnn,2023-07-28T16:12:25.897Z,"35 km S of Denali National Park, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2023-07-21T21:29:26.742Z,31.96929932,-102.3121904,7.947794596,2.6,ml,23,69,0.03490927551,0.1,tx,tx2023oewq,2023-09-28T21:34:05.040Z,"8 km SE of Gardendale, Texas",earthquake,0.4802049816,0.5003868761,0.2,19,reviewed,tx,tx
2023-07-21T21:25:15.040Z,33.6303333,-116.7203333,15.26,0.24,ml,13,74,0.05167,0.09,ci,ci39618882,2023-07-28T21:41:12.478Z,"9 km NNW of Anza, CA",earthquake,0.29,0.51,0.148,6,reviewed,ci,ci
2023-07-21T21:20:33.160Z,58.2513333333333,-155.130833333333,31.87,0.07,ml,14,93,,0.18,av,av91972546,2023-07-25T00:00:17.780Z,"85 km NNW of Karluk, Alaska",earthquake,0.58,0.84,0.252485285770745,13,reviewed,av,av
2023-07-21T21:18:41.222Z,39.3466,-120.0132,8.3,0.8,ml,7,134.44,0.057,0.0814,nn,nn00863076,2023-07-22T02:22:35.396Z,"Northern California",earthquake,,1.9,0.24,3,reviewed,nn,nn
2023-07-21T21:12:09.352Z,39.353,-119.9924,7.5,0.6,ml,8,115.79,0.069,0.1712,nn,nn00863075,2024-01-18T20:32:05.841Z,"5 km SSE of Floriston, California",earthquake,,1.9,0.31,3,reviewed,nn,nn
2023-07-21T21:09:07.220Z,63.9406,-148.1726,108.6,2.5,ml,,,,0.41,ak,ak0239af45hk,2023-09-28T21:34:05.040Z,"40 km ENE of Healy, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-07-21T21:09:05.673Z,60.4913,-151.8675,77.9,3.5,ml,,,,0.82,ak,ak0239af45c3,2023-09-28T21:34:05.040Z,"32 km WNW of Kalifornsky, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-07-21T21:07:57.061Z,39.349,-119.9993,7.3,2.6,ml,33,38.41,0.063,0.117,nn,nn00863066,2023-09-28T21:34:05.040Z,"5 km SSE of Floriston, California",earthquake,,0.8,0.41,9,reviewed,nn,nn
2023-07-21T21:04:07.240Z,44.45,-110.989,7.5,0.46,md,6,190,0.1751,0.18,uu,uu60033519,2023-07-25T17:13:27.000Z,"25 km SSE of West Yellowstone, Montana",earthquake,0.98,2.15,0.301,6,reviewed,uu,uu
2023-07-21T21:03:41.200Z,44.4515,-110.9768333,9.01,1.28,md,7,186,0.178,0.14,uu,uu60545897,2024-01-18T20:32:04.039Z,"25 km SSE of West Yellowstone, Montana",earthquake,0.74,3.06,0.281,5,reviewed,uu,uu
2023-07-21T21:02:14.630Z,58.1901666666667,-155.334333333333,2.48,0.56,ml,13,52,,0.12,av,av91972516,2023-07-28T18:58:56.539Z,"86 km NW of Karluk, Alaska",earthquake,0.24,0.38,0.278084099008183,14,reviewed,av,av
2023-07-21T21:01:07.790Z,58.1888333333333,-155.332166666667,2.56,0.5,ml,14,104,,0.12,av,av91972511,2023-07-28T16:11:36.541Z,"86 km NW of Karluk, Alaska",earthquake,0.22,0.32,0.271601323659585,14,reviewed,av,av
2023-07-21T20:57:34.490Z,33.6726667,-116.7781667,14.85,0.91,ml,24,114,0.06574,0.08,ci,ci39618850,2023-07-27T19:52:19.299Z,"9km SW of Idyllwild, CA",earthquake,0.15,0.27,0.153,16,reviewed,ci,ci
2023-07-21T20:54:17.540Z,38.7973328,-122.8008347,4.49,0.74,md,11,98,0.009162,0.02,nc,nc73915326,2023-07-21T21:14:13.342Z,"4 km WNW of The Geysers, CA",earthquake,0.44,1.87,0.17,10,automatic,nc,nc
2023-07-21T20:53:25.790Z,33.673,-116.7761667,15.09,0.73,ml,24,73,0.0642,0.09,ci,ci39618842,2023-07-28T21:37:18.269Z,"9 km SW of Idyllwild, CA",earthquake,0.19,0.29,0.133,19,reviewed,ci,ci
2023-07-21T20:53:08.990Z,33.6716667,-116.7748333,15.42,0.32,ml,16,130,0.06411,0.09,ci,ci39618834,2023-07-21T22:47:31.549Z,"9km SW of Idyllwild, CA",earthquake,0.3,0.48,0.063,5,reviewed,ci,ci
2023-07-21T20:50:18.795Z,61.6056,-146.5146,20,1.2,ml,,,,0.76,ak,ak0239aerj1y,2023-07-28T16:12:24.747Z,"45 km SSE of Nelchina, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2023-07-21T20:49:20.833Z,59.5323,-152.9513,88.1,1.1,ml,,,,0.35,ak,ak0239aerbjn,2023-07-28T16:12:29.991Z,"61 km WNW of Nanwalek, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-07-21T20:44:43.720Z,40.2195,-121.1543333,7.37,1.86,md,15,156,0.02899,0.04,nc,nc73915321,2023-07-22T07:20:17.121Z,"1 km N of Prattville, CA",earthquake,0.35,0.18,0.219,14,reviewed,nc,nc
2023-07-21T20:40:47.730Z,34.0981667,-117.2996667,15.21,1.09,ml,23,106,0.1219,0.13,ci,ci39618818,2023-07-21T23:00:17.615Z,"3km NNE of Colton, CA",earthquake,0.23,0.39,0.074,10,reviewed,ci,ci
2023-07-21T20:21:06.758Z,56.873,-153.4918,18.6,1.6,ml,,,,0.7,ak,ak0239aelaer,2023-07-28T16:12:29.797Z,"38 km SSW of Old Harbor, Alaska",earthquake,,4.1,,,reviewed,ak,ak
2023-07-21T20:16:12.813Z,61.6642,-149.978,45.2,1.5,ml,,,,0.67,ak,ak0239aek899,2023-07-28T16:12:24.456Z,"9 km WNW of Houston, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-07-21T20:15:41.894Z,54.2357,-160.9995,25.3,1.6,ml,,,,0.72,ak,ak0239aek2tp,2023-07-28T16:12:29.609Z,"125 km SE of King Cove, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2023-07-21T20:10:24.570Z,32.7313333,-115.9523333,10.82,0.39,ml,4,168,0.08734,0.05,ci,ci37559644,2023-07-27T19:56:08.904Z,"4km E of Ocotillo, CA",earthquake,0.34,1.1,0.078,2,reviewed,ci,ci
2023-07-21T20:10:21.864Z,57.2426,-154.985,52.3,2,ml,,,,0.61,ak,ak0239aeiynd,2023-07-28T16:12:24.234Z,"48 km SW of Karluk, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2023-07-21T20:10:05.690Z,33.495,-116.7656667,7.82,1.02,ml,34,37,0.03376,0.14,ci,ci39618794,2023-07-21T22:36:33.170Z,"11km SW of Anza, CA",earthquake,0.15,0.39,0.116,20,reviewed,ci,ci
2023-07-21T20:10:03.800Z,34.7691667,-118.9183333,12.68,1.93,ml,47,30,0.04242,0.26,ci,ci39618786,2023-07-21T22:15:51.090Z,"6km SSE of Frazier Park, CA",earthquake,0.26,0.48,0.2,22,reviewed,ci,ci
2023-07-21T20:08:39.382Z,60.2068,-152.4383,89.4,1.1,ml,,,,0.54,ak,ak0239aeikma,2023-07-28T16:12:29.383Z,"46 km WNW of Ninilchik, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-07-21T20:05:46.184Z,25.1642,95.008,86.88,4,mb,45,83,3.951,0.56,us,us7000khhf,2023-09-28T21:34:05.040Z,"75 km SE of Phek, India",earthquake,6.94,6.875,0.1,30,reviewed,us,us
2023-07-21T20:05:12.130Z,52.7935,-169.916333333333,4.02,1.16,ml,4,231,,0.06,av,av91111508,2023-07-24T23:06:11.560Z,"72 km WSW of Nikolski, Alaska",earthquake,0.59,1.01,0.229311038089104,4,reviewed,av,av
2023-07-21T19:57:19.054Z,45.5009,-108.8538,5,3.2,ml,70,69,0.64,0.59,us,us7000khhb,2023-09-28T21:34:05.040Z,"Eastern Montana",earthquake,1.25,1.94,0.047,60,reviewed,us,us
2023-07-21T19:52:12.130Z,61.7709,-149.4286,28.8,1.1,ml,,,,0.73,ak,ak0239ae6icw,2023-07-28T16:12:23.996Z,"10 km WNW of Fishhook, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-07-21T19:52:10.683Z,57.504,-154.6229,32.2,1.7,ml,,,,0.42,ak,ak0239ae6i6w,2023-07-28T16:12:23.792Z,"12 km SW of Karluk, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-07-21T19:45:21.067Z,52.1615,-175.8018,156.554,3.1,ml,27,160,0.172,0.48,us,us6000kw92,2023-09-28T21:33:17.040Z,"65 km ENE of Adak, Alaska",earthquake,14.11,6.339,0.081,20,reviewed,us,us
2023-07-21T19:33:26.703Z,55.2996,-157.7494,22.3,1.8,ml,,,,0.48,ak,ak0239ae2gxq,2023-07-28T16:12:29.185Z,"Alaska Peninsula",earthquake,,6.2,,,reviewed,ak,ak
2023-07-21T19:32:44.068Z,-21.3713,-173.781,10,4.5,mb,16,88,1.342,1.22,us,us6000kw8f,2023-09-28T21:33:16.040Z,"121 km E of ‘Ohonua, Tonga",earthquake,8.98,1.64,0.191,9,reviewed,us,us
2023-07-21T19:31:25.016Z,59.5459,-152.4981,72.1,1.1,ml,,,,0.46,ak,ak0239ae21dh,2023-07-28T16:12:28.984Z,"38 km WNW of Nanwalek, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-07-21T19:26:56.030Z,17.8926666666667,-66.9596666666667,11.85,2.32,md,7,243,0.1109,0.1,pr,pr71418773,2023-07-21T20:23:35.530Z,"10 km SSW of Guánica, Puerto Rico",earthquake,0.87,0.45,0.00368792604596724,3,reviewed,pr,pr
2023-07-21T19:24:49.330Z,33.8728333,-117.5028333,-0.53,0.87,ml,12,77,0.07328,0.17,ci,ci39618778,2023-07-21T20:05:17.588Z,"2km ESE of Home Gardens, CA",quarry blast,0.46,31.61,0.083,7,reviewed,ci,ci
2023-07-21T19:24:48.127Z,6.7437,126.5384,74.308,4.3,mb,53,116,1.006,0.95,us,us7000khh5,2023-09-28T21:34:04.040Z,"26 km ESE of Bobon, Philippines",earthquake,8.79,7.067,0.085,43,reviewed,us,us
2023-07-21T19:21:50.560Z,19.2768325805664,-155.464172363281,31.0200004577637,1.95,ml,37,91,,0.129999995,hv,hv73491527,2023-07-21T19:27:26.710Z,"8 km N of Pāhala, Hawaii",earthquake,0.63,0.689999998,2.8,6,automatic,hv,hv
2023-07-21T19:21:37.050Z,18.0113333333333,-67.0376666666667,13.07,2.43,md,10,86,0.04214,0.08,pr,pr71418748,2023-07-21T19:56:06.040Z,"4 km NNE of La Parguera, Puerto Rico",earthquake,0.47,0.26,0.00432616279207854,4,reviewed,pr,pr
2023-07-21T19:10:25.960Z,44.54716666666667,-122.81916666666666,-0.52,1.59,ml,9,137,0.06292,0.23,uw,uw61942746,2023-07-21T20:55:09.880Z,"5 km N of Waterloo, Oregon",explosion,0.86,31.61,0.1282480444698939,6,reviewed,uw,uw
2023-07-21T19:09:25.764Z,54.6562,-161.1631,25.6,1.3,ml,,,,0.44,ak,ak0239adxbph,2023-07-28T16:12:23.398Z,"86 km SSW of Sand Point, Alaska",earthquake,,2.8,,,reviewed,ak,ak
2023-07-21T19:06:56.078Z,-22.6794,-175.4261,9.954,4.9,mb,24,168,1.517,0.61,us,us6000kw8e,2023-09-28T21:33:16.040Z,"155 km SSW of ‘Ohonua, Tonga",earthquake,14.31,6.004,0.155,14,reviewed,us,us
2023-07-21T19:05:20.060Z,58.264,-155.127666666667,31.82,0.33,ml,13,93,,0.14,av,av91111408,2024-01-18T20:32:02.509Z,"87 km NNW of Karluk, Alaska",earthquake,0.54,0.67,0.245415885937244,12,reviewed,av,av
2023-07-21T19:04:43.690Z,51.8431666666667,-178.021333333333,2.08,0.71,ml,4,209,,0.27,av,av91111423,2023-07-24T18:31:24.270Z,"95 km W of Adak, Alaska",earthquake,1.02,1.92,0.350540424017945,4,reviewed,av,av
2023-07-21T19:04:29.960Z,46.0048333333333,-112.470166666667,-2,1.8,ml,17,104,0.06059,0.08,mb,mb90022088,2023-07-21T19:43:24.130Z,"5 km E of Butte, Montana",quarry blast,0.31,31.61,0.158193054165596,15,reviewed,mb,mb
2023-07-21T19:03:49.900Z,58.1713333333333,-155.392,1.84,0.69,ml,11,77,,0.16,av,av91972406,2023-07-28T16:11:23.369Z,"87 km NW of Karluk, Alaska",earthquake,0.32,0.76,0.17169812220802,12,reviewed,av,av
2023-07-21T19:01:43.175Z,-22.7009,-175.1192,10,5.7,mww,202,20,1.526,0.78,us,us7000khgr,2023-09-28T21:34:04.040Z,"151 km S of ‘Ohonua, Tonga",earthquake,8.05,1.72,0.062,25,reviewed,us,us
2023-07-21T19:01:41.941Z,60.228,-151.0422,66,1,ml,,,,0.39,ak,ak0239advn76,2023-07-28T16:12:28.771Z,"17 km SE of Kasilof, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-07-21T18:59:02.810Z,40.4051667,-124.7836667,19.21,2.78,md,61,226,0.3477,0.18,nc,nc73915306,2023-09-28T21:34:04.040Z,"43 km WNW of Petrolia, CA",earthquake,0.87,0.59,0.183,56,reviewed,nc,nc
2023-07-21T18:57:47.760Z,58.264,-155.138,34.27,0.28,ml,9,82,,0.14,av,av91972396,2023-07-24T03:48:56.280Z,"Alaska Peninsula",earthquake,0.69,0.8,0.235691176919252,9,reviewed,av,av
2023-07-21T18:57:17.110Z,-24.5178,-175.8151,10,4.8,mb,31,121,3.38,0.8,us,us6000kw8d,2023-09-28T21:33:16.040Z,"south of Tonga",earthquake,11.05,1.842,0.127,21,reviewed,us,us
2023-07-21T18:54:52.710Z,58.255,-155.107,30.92,0.08,ml,11,99,,0.12,av,av91972386,2023-07-24T04:00:25.560Z,"85 km NNW of Karluk, Alaska",earthquake,0.55,0.69,0.213984940860595,10,reviewed,av,av
2023-07-21T18:39:23.630Z,38.8408318,-122.8111649,2.14,0.73,md,10,76,0.01644,0.01,nc,nc73915301,2023-07-21T21:22:14.411Z,"8 km WNW of Cobb, CA",earthquake,0.33,0.88,0.1,12,automatic,nc,nc
2023-07-21T18:34:25.510Z,37.6871667,-118.8458333,3.69,0.31,md,10,133,0.02596,0.04,nc,nc73915296,2023-07-22T06:08:14.676Z,"13 km ENE of Mammoth Lakes, CA",earthquake,0.48,0.89,0.198,11,reviewed,nc,nc
2023-07-21T18:31:51.500Z,38.8373337,-122.8033371,2.18,0.58,md,7,117,0.0102,0.01,nc,nc73915291,2023-07-21T19:20:11.660Z,"7 km WNW of Cobb, CA",earthquake,0.6,1.76,0.37,8,automatic,nc,nc
2023-07-21T18:27:17.280Z,18.6996666666667,-67.4968333333333,7.76,2.93,md,9,289,0.314,0.14,pr,pr71418738,2023-07-21T19:23:20.084Z,"47 km NW of Aguadilla, Puerto Rico",earthquake,1.3,1.3,0.12459989107352,5,reviewed,pr,pr
2023-07-21T18:16:51.610Z,19.1663333333333,-155.488,32.56,1.68,md,21,157,,0.1,hv,hv73491452,2023-07-21T20:06:10.980Z,"Island of Hawaii, Hawaii",earthquake,0.63,0.91,0.118375550667418,11,reviewed,hv,hv
2023-07-21T18:16:02.530Z,34.1803333,-117.9258333,-0.87,1.03,ml,14,116,0.04812,0.14,ci,ci39618650,2023-07-21T18:35:48.554Z,"6km NNW of Azusa, CA",quarry blast,0.39,31.61,0.089,3,reviewed,ci,ci
2023-07-21T18:10:34.590Z,32.9085,-116.193,14.35,0.61,ml,14,62,0.1036,0.19,ci,ci39618642,2023-07-21T18:45:47.104Z,"27km SSW of Ocotillo Wells, CA",earthquake,0.43,0.9,0.114,6,reviewed,ci,ci
2023-07-21T18:03:08.880Z,38.8364983,-122.7939987,1.9,0.5,md,9,76,0.003433,0.01,nc,nc73915281,2023-07-21T20:05:13.919Z,"6 km WNW of Cobb, CA",earthquake,0.37,1.2,0.39,9,automatic,nc,nc
2023-07-21T18:00:36.644Z,61.6807,-148.1227,11.8,0.9,ml,,,,0.72,ak,ak0239ad9zei,2023-07-28T16:12:23.176Z,"22 km SE of Chickaloon, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-07-21T18:00:19.410Z,33.847,-117.4966667,2.4,1.51,ml,36,46,0.05214,0.16,ci,ci39618626,2023-07-21T18:27:08.847Z,"4km SSE of Home Gardens, CA",quarry blast,0.24,0.39,0.191,32,reviewed,ci,ci
2023-07-21T17:49:26.330Z,52.1135,-176.207666666667,11.09,0.56,ml,5,297,,0.3,av,av91972366,2023-07-24T03:12:25.170Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,1.71,1.72,0.280104481873043,5,reviewed,av,av
2023-07-21T17:39:03.540Z,47.60583333333334,-122.99716666666667,46.56,2.42,ml,38,70,0.05799,0.25,uw,uw61942721,2023-09-28T21:34:04.040Z,"11 km SW of Brinnon, Washington",earthquake,0.63,0.74,0.21969570109197867,29,reviewed,uw,uw
2023-07-21T17:37:03.770Z,46.30416666666667,-119.48733333333334,9.18,0.23,ml,8,235,0.0241,0.09,uw,uw61942716,2023-07-22T05:42:27.470Z,"4 km N of Benton City, Washington",earthquake,0.58,0.85,0.11549504224220955,5,reviewed,uw,uw
2023-07-21T17:33:45.010Z,33.1668333,-115.6321667,2.28,1.24,ml,22,73,0.01745,0.13,ci,ci39618602,2023-07-21T17:54:26.819Z,"12km WNW of Calipatria, CA",earthquake,0.22,0.26,0.217,16,reviewed,ci,ci
2023-07-21T17:33:34.501Z,40.094,-119.7643,15.9,0.6,ml,5,134.23,0.08,0.1517,nn,nn00864355,2023-08-12T00:17:59.436Z,"Nevada",earthquake,,2.5,0.12,3,reviewed,nn,nn
2023-07-21T17:27:26.114Z,-6.6505,129.8131,160.6,4.3,mb,21,98,2.116,0.81,us,us6000kw8c,2024-01-18T20:32:00.705Z,"Banda Sea",earthquake,9.89,8.814,0.148,14,reviewed,us,us
2023-07-21T17:26:07.300Z,52.7614,-168.8339,45,2.1,ml,,,,0.3,ak,ak0239acu27u,2023-07-28T16:12:28.582Z,"19 km S of Nikolski, Alaska",earthquake,,0.5,,,reviewed,ak,ak
