time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-07-20T21:00:56.800Z,52.8128333333333,-169.948333333333,4.26,0.21,ml,4,294,,0.18,av,av91111443,2023-07-24T18:58:16.890Z,"74 km WSW of Nikolski, Alaska",earthquake,1.08,1.17,0.364781831194992,4,reviewed,av,av
2023-07-20T21:00:25.800Z,32.7793333,-116.8898333,-0.34,1.21,ml,21,85,0.06216,0.24,ci,ci39617954,2023-07-21T15:52:29.468Z,"5km SE of Bostonia, CA",quarry blast,0.39,31.61,0.119,13,reviewed,ci,ci
2023-07-20T20:58:22.510Z,36.4805,-89.5476666666667,10.75,1.7,md,24,55,0.05856,0.08,nm,nm60537556,2023-07-21T15:05:27.620Z,"7 km SE of Marston, Missouri",earthquake,0.18,0.41,0.181133965873609,22,reviewed,nm,nm
2023-07-20T20:57:26.710Z,52.7953333333333,-169.912,3.41,0.78,ml,4,223,,0.04,av,av91111478,2023-07-24T21:45:17.010Z,"72 km WSW of Nikolski, Alaska",earthquake,0.77,1.03,0.280767229430197,4,reviewed,av,av
2023-07-20T20:47:16.360Z,58.1906666666667,-155.290166666667,2.79,0.37,ml,10,92,,0.09,av,av91971326,2023-07-23T17:15:11.010Z,"85 km NW of Karluk, Alaska",earthquake,0.2,0.3,0.318789638610107,10,reviewed,av,av
2023-07-20T20:47:06.957Z,16.7763,146.0529,9.929,4.5,mb,53,95,1.548,0.63,us,us6000kw6n,2023-09-28T21:33:14.040Z,"175 km N of Saipan, Northern Mariana Islands",earthquake,11.08,3.789,0.086,39,reviewed,us,us
2023-07-20T20:47:01.407Z,59.4235,-152.7881,81.1,1.1,ml,,,,0.43,ak,ak02398r7jbi,2023-07-28T19:24:38.947Z,"49 km W of Nanwalek, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-07-20T20:45:28.082Z,54.5685,-160.7626,25.5,1.6,ml,,,,0.38,ak,ak02398r74qw,2023-07-28T19:24:45.988Z,"87 km S of Sand Point, Alaska",earthquake,,1.5,,,reviewed,ak,ak
2023-07-20T20:44:10.380Z,36.7624,-116.2605,8.8,1.2,ml,34,44.85,0.026,0.1243,nn,nn00863038,2023-07-20T22:44:41.474Z,"47 km ESE of Beatty, Nevada",earthquake,,0.5,0.19,15,reviewed,nn,nn
2023-07-20T20:35:21.100Z,58.1706666666667,-155.335333333333,2.32,0.09,ml,9,118,,0.08,av,av91971321,2023-07-20T22:13:01.960Z,"84 km NW of Karluk, Alaska",earthquake,0.23,0.43,0.282021521019006,9,reviewed,av,av
2023-07-20T20:32:26.621Z,-1.3924,134.3788,35.02,4.3,mb,27,104,2.613,0.69,us,us6000kw6m,2023-09-28T21:33:14.040Z,"26 km ENE of Ransiki, Indonesia",earthquake,11.89,6.5,0.133,16,reviewed,us,us
2023-07-20T20:24:56.220Z,18.4876666666667,-67.5251666666667,16.96,2.99,md,10,301,0.1116,0.14,pr,pr71418638,2023-07-20T21:55:20.880Z,"33 km WNW of Rincón, Puerto Rico",earthquake,1,0.49,0.161007647691823,5,reviewed,pr,pr
2023-07-20T20:23:08.597Z,59.8353,-153.0125,101.3,1.1,ml,,,,0.39,ak,ak02398r2dhn,2023-07-28T19:24:45.775Z,"61 km E of Pedro Bay, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-07-20T20:14:39.692Z,62.2534,-154.5103,10.1,2.5,ml,,,,0.61,ak,ak02398r0ifq,2023-09-28T21:33:57.040Z,"Central Alaska",earthquake,,0.1,,,reviewed,ak,ak
2023-07-20T20:14:05.180Z,51.8395,-177.802333333333,-1.12,0.71,ml,4,260,,0.05,av,av91971306,2023-07-24T03:04:24.860Z,"80 km W of Adak, Alaska",earthquake,1.37,3.1,0.314977368245739,4,reviewed,av,av
2023-07-20T20:08:47.900Z,58.2576666666667,-154.9415,3.2,0.1,ml,11,148,,0.18,av,av91971301,2023-07-24T20:54:28.150Z,"81 km NNW of Karluk, Alaska",earthquake,0.58,1.55,0.232295706138618,11,reviewed,av,av
2023-07-20T20:07:47.740Z,47.16866666666667,-121.9375,-0.77,1.4000000000000001,ml,18,94,0.04003,0.18,uw,uw61933597,2023-07-21T00:17:40.900Z,"5 km SE of Enumclaw, Washington",explosion,0.68,31.61,0.05622502581340516,6,reviewed,uw,uw
2023-07-20T19:58:24.589Z,16.8815,146.0008,9.627,4.1,mb,20,135,1.644,0.63,us,us6000kw6v,2023-09-28T21:33:15.040Z,"186 km N of Saipan, Northern Mariana Islands",earthquake,13.08,4.754,0.146,13,reviewed,us,us
2023-07-20T19:56:56.341Z,16.7987,146.1668,10.983,4.3,mb,33,141,1.591,1.05,us,us6000kw6k,2023-09-28T21:33:14.040Z,"181 km NNE of Saipan, Northern Mariana Islands",earthquake,10.41,4.266,0.111,23,reviewed,us,us
2023-07-20T19:55:17.920Z,58.2138333333333,-155.112,-2.19,0.22,ml,8,91,,0.13,av,av91971291,2024-01-18T20:31:35.656Z,"81 km NNW of Karluk, Alaska",earthquake,0.3,2.8,0.273168522867217,8,reviewed,av,av
2023-07-20T19:48:25.241Z,53.8399,-163.4709,25.5,2.1,ml,,,,0.37,ak,ak02398qmc2k,2023-07-28T19:24:45.576Z,"112 km S of False Pass, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2023-07-20T19:39:30.170Z,37.5131667,-118.868,3.18,0.38,md,8,223,0.08272,0.05,nc,nc73915026,2023-07-21T00:49:00.165Z,"17 km SE of Mammoth Lakes, CA",earthquake,0.67,1.58,0.048,7,reviewed,nc,nc
2023-07-20T19:34:29.721Z,59.6963,-153.3061,124.9,1.2,ml,,,,0.55,ak,ak02398qjce4,2023-07-28T19:24:45.389Z,"46 km ESE of Pedro Bay, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-07-20T19:29:41.860Z,58.1671666666667,-155.3945,2.99,0.11,ml,11,80,,0.07,av,av91971281,2023-07-24T20:51:21.000Z,"86 km NW of Karluk, Alaska",earthquake,0.21,0.65,0.21866707080202,11,reviewed,av,av
2023-07-20T19:27:37.860Z,33.2848333,-116.2033333,10.13,1.33,ml,55,29,0.1012,0.19,ci,ci39617834,2023-07-21T15:45:08.900Z,"16km ENE of Borrego Springs, CA",earthquake,0.17,0.48,0.145,25,reviewed,ci,ci
2023-07-20T19:22:20.030Z,38.8428345,-122.8253326,1.71,0.94,md,14,95,0.008992,0.01,nc,nc73915021,2023-07-20T19:50:20.095Z,"9 km WNW of Cobb, CA",earthquake,0.29,0.6,0.26,17,automatic,nc,nc
2023-07-20T19:20:21.990Z,58.1911666666667,-155.319,2.46,0.3,ml,9,99,,0.09,av,av91971276,2023-07-28T19:23:14.888Z,"86 km NW of Karluk, Alaska",earthquake,0.23,0.34,0.204671072581261,10,reviewed,av,av
2023-07-20T19:14:28.000Z,46.7685,-119.76516666666667,-0.31,1.6300000000000001,ml,16,106,0.09167,0.12,uw,uw61933582,2023-07-21T00:06:37.240Z,"11 km ENE of Mattawa, Washington",explosion,0.34,31.61,0.11170845341737123,14,reviewed,uw,uw
2023-07-20T19:13:37.919Z,59.6201,-152.8694,101.5,1.3,ml,,,,0.34,ak,ak02398qeuzj,2023-07-28T19:24:45.191Z,"60 km WSW of Anchor Point, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-07-20T19:08:59.480Z,58.7233,-153.6611,8.3,1.2,ml,,,,0.91,ak,ak02398qdtu6,2023-07-28T19:24:38.412Z,"85 km NNW of Aleneva, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-07-20T19:08:50.597Z,58.6992,-153.5436,0.1,0.9,ml,,,,0.95,ak,ak02398qdtdv,2023-07-28T19:24:45.004Z,"80 km NNW of Aleneva, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-07-20T19:08:23.754Z,60.0757,-141.2603,15.4,1.6,ml,,,,0.67,ak,ak02398qdrgv,2023-07-28T19:24:38.168Z,"104 km WNW of Yakutat, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-07-20T19:05:23.850Z,33.4833333,-116.4368333,13.81,0.77,ml,22,76,0.04103,0.14,ci,ci39617778,2023-07-20T20:59:58.972Z,"23km SSW of La Quinta, CA",earthquake,0.26,0.61,0.175,12,reviewed,ci,ci
2023-07-20T19:02:15.234Z,54.0136,-164.3876,31.3,1.9,ml,,,,0.47,ak,ak02398qcgcz,2023-07-28T19:24:44.787Z,"91 km E of Akutan, Alaska",earthquake,,3.6,,,reviewed,ak,ak
2023-07-20T18:58:32.827Z,58.731,-153.6481,5.9,2.2,ml,,,,0.9,ak,ak02398q325v,2023-07-28T19:24:37.708Z,"86 km NNW of Aleneva, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-07-20T18:58:32.330Z,33.5333333,-116.6801667,9.32,0.15,ml,10,135,0.05744,0.09,ci,ci39617770,2023-07-28T00:02:01.013Z,"2 km SSW of Anza, CA",earthquake,0.29,0.65,0.179,6,reviewed,ci,ci
2023-07-20T18:58:14.411Z,58.7236,-153.6128,8.1,1.8,ml,,,,0.82,ak,ak02398q30u5,2023-07-28T19:24:37.965Z,"84 km NNW of Aleneva, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-07-20T18:51:59.006Z,60.5676,-141.6277,16.8,0.8,ml,,,,0.49,ak,ak02398q1m4z,2023-07-28T19:24:37.511Z,"119 km SE of McCarthy, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-07-20T18:47:57.018Z,60.1643,-152.7613,109.4,1.3,ml,,,,0.44,ak,ak02398q0r79,2023-07-28T19:24:44.574Z,"62 km WNW of Ninilchik, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-07-20T18:42:41.792Z,58.7019,-153.5982,3,1.2,ml,,,,0.88,ak,ak02398pzng0,2023-07-28T19:24:37.303Z,"82 km NNW of Aleneva, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-07-20T18:38:58.783Z,56.7838,-155.7759,37.6,1.7,ml,,,,0.61,ak,ak02398pytw6,2023-07-28T19:24:44.169Z,"99 km W of Akhiok, Alaska",earthquake,,2.2,,,reviewed,ak,ak
2023-07-20T18:38:48.976Z,53.5811,-164.899,26,2,ml,,,,0.59,ak,ak02398pyt4x,2023-07-28T19:24:44.366Z,"84 km SE of Akutan, Alaska",earthquake,,10.2,,,reviewed,ak,ak
2023-07-20T18:30:20.217Z,-1.4068,126.5605,10,4.7,mb,44,116,2.309,0.92,us,us7000kh75,2023-09-28T21:33:57.040Z,"96 km NE of Sanana, Indonesia",earthquake,3.08,1.869,0.1,30,reviewed,us,us
2023-07-20T18:28:28.630Z,35.628,-117.478,5.15,0.41,ml,6,171,0.04336,0.1,ci,ci39617722,2023-07-27T23:48:17.604Z,"17 km SSW of Searles Valley, CA",earthquake,0.38,0.28,0.117,1,reviewed,ci,ci
2023-07-20T18:27:15.020Z,52.7993333333333,-169.893833333333,-0.2,0,ml,5,201,,0.17,av,av91111473,2023-07-24T21:42:00.710Z,"71 km WSW of Nikolski, Alaska",earthquake,0.6,0.53,0.198417166426149,5,reviewed,av,av
2023-07-20T18:25:37.400Z,52.7996666666667,-169.897833333333,2.2,0.9,ml,5,202,,0.15,av,av91111433,2023-07-24T18:41:35.440Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,0.68,3.06,0.353257883972962,5,reviewed,av,av
2023-07-20T18:24:08.209Z,54.5671,-161.0895,25.6,1.6,ml,,,,0.63,ak,ak02398pvpys,2023-07-28T19:24:43.987Z,"93 km SSW of Sand Point, Alaska",earthquake,,1.8,,,reviewed,ak,ak
2023-07-20T18:23:56.270Z,33.4685,-116.4951667,14.36,0.71,ml,26,60,0.0798,0.14,ci,ci39617706,2023-07-21T15:30:44.984Z,"19km ESE of Anza, CA",earthquake,0.21,0.42,0.124,14,reviewed,ci,ci
2023-07-20T18:17:01.660Z,34.3435,-116.8571667,-1.47,1.5,mh,18,117,0.02499,0.18,ci,ci39617698,2023-07-27T23:45:57.777Z,"9 km N of Big Bear City, CA",quarry blast,0.51,31.61,,0,reviewed,ci,ci
2023-07-20T18:13:12.890Z,58.239,-155.185166666667,4.93,0.03,ml,9,86,,0.15,av,av91971176,2023-07-28T19:23:08.348Z,"86 km NNW of Karluk, Alaska",earthquake,0.34,0.74,0.222806796891468,9,reviewed,av,av
2023-07-20T18:10:57.106Z,54.6273,-161.201,25.5,1.7,ml,,,,0.68,ak,ak02398psrxy,2023-07-28T19:24:37.121Z,"86 km SE of King Cove, Alaska",earthquake,,3,,,reviewed,ak,ak
2023-07-20T18:10:17.313Z,-6.8104,129.7257,160.871,4.6,mb,29,93,2.28,0.5,us,us7000kh6q,2023-09-28T21:33:57.040Z,"Banda Sea",earthquake,6.36,9.096,0.107,26,reviewed,us,us
2023-07-20T18:07:27.147Z,59.0297,-152.5633,68.4,1.1,ml,,,,0.41,ak,ak02398ps496,2023-07-28T19:24:43.612Z,"51 km SW of Nanwalek, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-07-20T18:03:09.000Z,59.8989,-136.7457,7.9,1.2,ml,,,,0.67,ak,ak0232kf5k77o,2023-07-28T19:24:43.811Z,"55 km NW of Mosquito Lake, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-07-20T18:01:21.094Z,63.0704,-149.455,78,1.4,ml,,,,0.64,ak,ak02398pqtkp,2023-07-28T19:24:36.872Z,"43 km SW of Cantwell, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-07-20T17:57:58.218Z,66.1867,-149.2701,17.1,1.5,ml,,,,0.7,ak,ak02398phgtz,2023-07-28T19:24:36.654Z,"21 km NNW of Stevens Village, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2023-07-20T17:51:26.829Z,58.2482,-155.1631,4.8,0.8,ml,,,,0.49,ak,ak02398pg44z,2023-07-28T19:24:36.455Z,"86 km NNW of Karluk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-07-20T17:48:23.762Z,62.1394,-149.0122,19.3,1.1,ml,,,,0.63,ak,ak02398pfgpn,2023-07-28T19:24:36.217Z,"42 km NNW of Sutton-Alpine, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-07-20T17:42:54.069Z,54.7108,-160.7044,25.6,1.6,ml,,,,0.53,ak,ak02398pe8se,2023-07-28T19:24:43.428Z,"70 km S of Sand Point, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2023-07-20T17:33:50.399Z,59.525,-152.2516,63.8,1.3,ml,,,,0.35,ak,ak02398pcb4a,2023-07-28T19:24:35.993Z,"26 km NW of Nanwalek, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-07-20T17:31:39.282Z,51.2084,-176.4379,17.3,1.8,ml,,,,0.24,ak,ak02398pburs,2023-07-28T19:24:43.232Z,"75 km S of Adak, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2023-07-20T17:27:21.570Z,36.46983333,-96.7895,0,1.55,ml,20,123,0.03959223065,0.33,ok,ok2023octd,2023-07-20T17:37:40.365Z,"6 km SW of Ralston, Oklahoma",quarry blast,,0.4,0.21,12,reviewed,ok,ok
2023-07-20T17:23:50.170Z,45.3565,-121.70866666666667,1.2,0.06,ml,5,126,0.03345,0.07,uw,uw61933552,2023-07-20T23:13:12.710Z,"Washington-Oregon border region",earthquake,0.45,0.47,0.2145578413852437,3,reviewed,uw,uw
2023-07-20T17:19:54.387Z,-20.8526,-68.7955,120.028,4.1,mb,21,55,0.674,0.7,us,us7000kh6a,2023-09-28T21:33:57.040Z,"69 km NW of Ollagüe, Chile",earthquake,6.14,5.678,0.26,4,reviewed,us,us
2023-07-20T17:16:20.953Z,64.8808,-147.0907,18.1,1.3,ml,,,,0.77,ak,ak02398p8lm7,2023-07-28T19:24:35.771Z,"2 km WNW of Two Rivers, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2023-07-20T17:15:52.385Z,60.8251,-146.8295,12.9,1.6,ml,,,,0.67,ak,ak02398p8g9g,2023-07-28T19:24:35.501Z,"9 km WSW of Tatitlek, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-07-20T17:15:18.180Z,58.181,-155.318166666667,1.4,0.08,ml,5,162,,0.06,av,av91971146,2023-07-24T01:34:53.850Z,"85 km NW of Karluk, Alaska",earthquake,0.27,0.85,0.225790190366157,5,reviewed,av,av
2023-07-20T17:14:14.493Z,61.7495,-149.6836,39.3,2.2,ml,,,,0.75,ak,ak02398p85mo,2023-09-28T21:33:57.040Z,"14 km NNW of Meadow Lakes, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-07-20T17:10:08.910Z,52.7918333333333,-169.888166666667,-0.05,0.53,ml,5,213,,0.3,av,av91111428,2023-07-24T18:37:32.200Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,1.24,0.89,0.176432803533007,5,reviewed,av,av
2023-07-20T17:06:32.651Z,62.9808,-150.8963,106.4,1.5,ml,,,,0.44,ak,ak02398p6hdv,2023-07-28T19:24:34.904Z,"54 km N of Petersville, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-07-20T17:05:33.787Z,60.3008,-152.241,87.4,1.9,ml,,,,0.65,ak,ak02398p69pr,2023-07-28T19:24:34.606Z,"42 km NW of Ninilchik, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-07-20T17:03:20.750Z,52.1013333333333,-176.196,-1.78,0.61,ml,4,288,,0.26,av,av91971121,2023-07-21T03:31:59.900Z,"39 km NE of Adak, Alaska",earthquake,4.57,3.57,0.291391558381251,4,reviewed,av,av
2023-07-20T17:01:34.800Z,38.8338333,-122.8153333,1.29,0.34,md,24,46,0.0112,0.03,nc,nc73915011,2023-07-23T17:08:18.877Z,"8 km W of Cobb, CA",earthquake,0.18,0.36,0.27,23,reviewed,nc,nc
2023-07-20T16:58:47.020Z,46.21083333333333,-122.07,5.42,0.2,ml,7,223,0.05754,0.06,uw,uw61933547,2023-07-20T18:09:07.360Z,"41 km SSE of Morton, Washington",earthquake,0.68,0.87,0.07996520330996501,5,reviewed,uw,uw
2023-07-20T16:56:30.672Z,61.1537,-146.4947,14.1,0.7,ml,,,,0.69,ak,ak02398ovpk0,2023-07-28T19:24:34.413Z,"8 km WNW of Valdez, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-07-20T16:53:37.384Z,51.3959,-178.2388,32.227,3.3,ml,27,200,0.393,0.54,us,us6000kwak,2023-09-28T21:33:18.040Z,"123 km WSW of Adak, Alaska",earthquake,4.1,10.886,0.091,16,reviewed,us,us
2023-07-20T16:52:57.800Z,58.2523333333333,-155.0705,4.8,0.08,ml,7,108,,0.19,av,av91971106,2023-07-24T18:28:32.280Z,"84 km NNW of Karluk, Alaska",earthquake,0.47,0.84,0.231161048245234,7,reviewed,av,av
2023-07-20T16:49:15.730Z,58.2416,-155.1659,1.8,0.9,ml,,,,0.39,ak,ak02398ou88v,2023-07-28T19:24:34.001Z,"85 km NNW of Karluk, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-07-20T16:44:15.157Z,59.79,-153.1426,102.6,1.3,ml,,,,0.36,ak,ak02398ot5m3,2023-07-28T19:24:43.024Z,"54 km E of Pedro Bay, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-07-20T16:35:45.198Z,-1.4963,126.4794,10,4.5,mb,45,82,2.421,0.82,us,us6000kw6h,2023-09-28T21:33:14.040Z,"83 km NE of Sanana, Indonesia",earthquake,5.84,1.302,0.097,34,reviewed,us,us
2023-07-20T16:30:06.110Z,35.7583333333333,-90.1603333333333,4.55,1.95,md,20,96,0.02781,0.32,nm,nm60537341,2023-07-27T12:53:41.820Z,"7 km ENE of Etowah, Arkansas",earthquake,0.52,0.46,0.0902112398286985,18,reviewed,nm,nm
2023-07-20T16:27:25.540Z,54.3026,-163.9863,79.804,2.5,ml,20,177,0.39,0.29,us,us6000kwap,2023-09-28T21:33:18.040Z,"71 km SSW of False Pass, Alaska",earthquake,6.39,26.402,0.115,10,reviewed,us,us
2023-07-20T16:25:58.636Z,54.7221,-160.7173,25.6,1.6,ml,,,,0.69,ak,ak02398op6d3,2023-07-28T19:24:42.430Z,"69 km SSW of Sand Point, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2023-07-20T16:23:00.110Z,45.3605,-121.7065,1.79,0.24,ml,6,87,0.0321,0.07,uw,uw61933527,2023-07-20T18:13:12.470Z,"7 km NNE of Government Camp, Oregon",earthquake,0.34,3.64,0.19118200210386585,3,reviewed,uw,uw
2023-07-20T16:21:47.360Z,45.361666666666665,-121.70283333333333,1.75,0.39,ml,8,85,0.03362,0.04,uw,uw61933522,2023-07-20T18:17:24.570Z,"7 km NNE of Government Camp, Oregon",earthquake,0.26,0.33,0.1677116277269879,6,reviewed,uw,uw
2023-07-20T16:21:01.038Z,50.4431,178.7251,10,3.1,ml,15,317,1.005,0.55,us,us6000kwan,2023-09-28T21:33:18.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,5.41,2.028,0.105,12,reviewed,us,us
2023-07-20T16:18:40.210Z,46.2715,-120.60466666666667,11.31,0.56,ml,6,201,0.04739,0.21,uw,uw61933517,2023-07-20T18:20:55.530Z,"15 km SSW of Harrah, Washington",earthquake,1.36,0.93,0.03925059617017823,3,reviewed,uw,uw
2023-07-20T16:14:59.520Z,44.7848333,-111.0583333,8.83,0.51,ml,9,141,0.04507,0.08,uu,uu60545817,2023-07-20T18:07:30.160Z,"10 km E of Hebgen Lake Estates, Montana",earthquake,0.47,0.96,0.182,2,reviewed,uu,uu
2023-07-20T16:10:03.355Z,52.245,-171.1705,57.184,3.4,ml,26,200,0.937,0.54,us,us6000kwaj,2023-09-28T21:33:18.040Z,"174 km WSW of Nikolski, Alaska",earthquake,7.91,28.001,0.091,16,reviewed,us,us
2023-07-20T16:05:36.627Z,-4.1631,152.7899,118.477,4.4,mb,76,90,0.625,0.53,us,us7000kh5z,2023-09-28T21:33:57.040Z,"61 km ENE of Kokopo, Papua New Guinea",earthquake,10.02,5.071,0.073,63,reviewed,us,us
2023-07-20T16:01:17.830Z,33.7058333,-116.7615,15.96,2.14,ml,89,16,0.03981,0.17,ci,ci39617538,2023-07-20T17:37:23.610Z,"6km SW of Idyllwild, CA",earthquake,0.12,0.24,0.235,25,reviewed,ci,ci
2023-07-20T15:57:08.660Z,37.4615,-118.7305,4.22,1.2,md,16,205,0.1093,0.04,nc,nc73915001,2023-07-20T22:54:15.160Z,"12 km SSW of Toms Place, CA",earthquake,0.76,1.96,0.09,13,reviewed,nc,nc
2023-07-20T15:53:33.291Z,58.2501,-155.1525,0.1,1.2,ml,,,,0.61,ak,ak02398o9ou6,2023-07-28T18:23:00.140Z,"86 km NNW of Karluk, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-07-20T15:40:31.806Z,50.3545,-173.7253,10,3.4,ml,25,242,1.937,0.62,us,us6000kwa1,2023-09-28T21:33:17.040Z,"207 km S of Atka, Alaska",earthquake,7.25,2.007,0.097,14,reviewed,us,us
2023-07-20T15:39:15.480Z,38.7491667,-122.4253333,6.15,1.8,md,52,46,0.05905,0.11,nc,nc73914996,2023-07-20T22:26:12.005Z,"13 km ESE of Hidden Valley Lake, CA",earthquake,0.16,0.47,0.201,50,reviewed,nc,nc
2023-07-20T15:34:48.893Z,54.4246,-161.1505,8.518,3.2,ml,60,190,0.836,0.46,us,us6000kwa0,2023-09-28T21:33:17.040Z,"103 km SE of King Cove, Alaska",earthquake,4.23,8.837,0.077,22,reviewed,us,us
2023-07-20T15:33:14.280Z,35.7635,-117.5981667,10.9,0.69,ml,13,100,0.05213,0.13,ci,ci39617514,2023-07-20T15:52:43.186Z,"17km NNE of Ridgecrest, CA",earthquake,0.36,0.5,0.127,4,reviewed,ci,ci
2023-07-20T15:25:05.670Z,17.9793333333333,-67.0613333333333,7.16,2.13,md,7,181,0.01903,0.22,pr,pr71418623,2023-07-20T15:51:14.710Z,"Puerto Rico region",earthquake,1.47,0.7,0.0604543312254293,3,reviewed,pr,pr
2023-07-20T15:23:00.471Z,61.3805,-151.041,60.2,1.3,ml,,,,0.48,ak,ak02398o36tf,2023-07-28T18:22:59.436Z,"26 km N of Beluga, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-07-20T15:19:06.897Z,0.661,126.3662,5.991,4.6,mb,77,50,1.006,0.54,us,us7000kh5t,2023-09-28T21:33:56.040Z,"114 km W of Ternate, Indonesia",earthquake,5.32,4.484,0.07,66,reviewed,us,us
2023-07-20T15:18:55.584Z,59.7789,-152.551,86.1,1.4,ml,,,,0.34,ak,ak02398o28gz,2023-07-28T18:22:59.220Z,"40 km W of Anchor Point, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-07-20T15:18:31.900Z,54.5176666666667,-164.649666666667,1.8,0.38,ml,4,144,,0.08,av,av91971011,2023-07-24T03:10:37.600Z,"84 km ENE of Akutan, Alaska",earthquake,0.57,2.02,0.251014046350545,4,reviewed,av,av
2023-07-20T15:18:03.869Z,59.8061,-151.202,51,1.3,ml,,,,0.34,ak,ak02398o24go,2023-07-28T18:22:59.015Z,"9 km NE of Fritz Creek, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-07-20T15:17:47.910Z,17.9941666666667,-66.8345,12.01,2.23,md,7,169,0.04665,0.19,pr,pr71418618,2023-07-20T15:28:50.040Z,"1 km W of Indios, Puerto Rico",earthquake,0.69,1.15,0.101057103765978,4,reviewed,pr,pr
2023-07-20T15:16:07.870Z,38.5003333,-112.8736667,0.96,0.38,md,10,68,0.005432,0.09,uu,uu60545812,2023-07-20T18:05:24.020Z,"16 km NE of Milford, Utah",earthquake,0.3,0.52,0.733,4,reviewed,uu,uu
2023-07-20T15:13:51.579Z,36.86916667,-97.45383333,7,1.48,ml,67,94,0.1448715713,0.42,ok,ok2023ocot,2023-07-20T15:28:39.680Z,"7 km N of Nardin, Oklahoma",earthquake,,1.3,0.23,26,reviewed,ok,ok
2023-07-20T15:01:17.630Z,37.445,-118.7478333,3.26,0.56,md,9,136,0.1585,0.02,nc,nc73914986,2023-07-21T00:45:59.972Z,"14 km WNW of Round Valley, CA",earthquake,0.6,2.02,0.142,6,reviewed,nc,nc
2023-07-20T14:59:15.640Z,34.8121667,-118.895,12.99,1.35,ml,29,55,0.07145,0.24,ci,ci39617482,2023-07-20T15:50:09.850Z,"4km WNW of Gorman, CA",earthquake,0.31,0.66,0.078,8,reviewed,ci,ci
2023-07-20T14:54:02.730Z,37.7853333,-112.985,6.43,1.92,ml,14,105,0.2063,0.15,uu,uu60545807,2023-07-20T16:35:35.640Z,"3 km ENE of Enoch, Utah",earthquake,0.84,3.62,0.157,14,reviewed,uu,uu
2023-07-20T14:49:32.470Z,38.8313333,-122.8078333,1.62,0.41,md,11,66,0.008118,0.03,nc,nc73914981,2023-07-21T00:44:29.350Z,"7 km W of Cobb, CA",earthquake,0.39,0.42,0.19,10,reviewed,nc,nc
2023-07-20T14:43:42.540Z,58.2498333333333,-155.066,5.22,0.08,ml,7,110,,0.13,av,av91970986,2023-07-24T17:55:34.110Z,"84 km NNW of Karluk, Alaska",earthquake,0.33,0.75,0.36990099968626,7,reviewed,av,av
2023-07-20T14:34:35.340Z,33.7165,-116.8141667,17.48,0.84,ml,29,86,0.08352,0.13,ci,ci39617458,2023-07-20T15:44:31.776Z,"8km ESE of Valle Vista, CA",earthquake,0.23,0.36,0.16,8,reviewed,ci,ci
2023-07-20T14:29:18.206Z,64.1708,-150.3645,16.9,1.5,ml,,,,0.41,ak,ak02398nj2ww,2023-07-28T18:22:58.814Z,"58 km W of Clear, Alaska",earthquake,,0.2,,,reviewed,ak,ak
